"id","qid1","qid2","question1","question2","is_duplicate"
2376,4752,4753,"If someone doesn't reply to an email and I have to send a repeat email, should I pretend as if I didn't email them before?","What does it mean if I email someone after a party (after they encourage me to email them) and they don't bother replying, even after multiple emails?","0"
2377,4754,4755,"How long does it take to be a professional web designer?","How long does it take to become a decent web designer?","1"
2378,4756,4757,"What is the best way to commit suicide?","What is the easiest way to commite suicide?","1"
2379,4758,4759,"Is mechanical keyboard really helpful for touch typing?","Is mechanical keyboard helpful for Touch Typing?","1"
2380,4760,4761,"What is Bitcoin and how does it work? Is it legal? Who's behind it?","What is an intuitive explanation of how bitcoin mining works?","0"
2381,4762,4763,"What are the best programming languages to learn today?","How many languages need for computer programming and which is the best?","1"
2382,4764,4765,"Why we need an error term in regression model? What is its statistical distribution?","What's in the error term of a regression?","0"
2383,4766,4767,"Is the global warming climate change things for real or a hoax?","Is it possible that global warming is a hoax?","1"
2384,4768,4769,"Who was the greater general, Russia's Zhukov or Germany's Von Manstein? Why?","Who was the greater General, Marshal Zhukov of Russia, or Van Manstein of Germany? Why?","1"
2385,4770,4771,"How much energy/heat does one standard tea light candle produce?","Does the light energy only convert into heat energy? Can't it convert into any other energy? If it can give me an example?","0"
2386,4772,4773,"Osmania University rank?","What are some ways to restore a Windows 7 laptop?","0"
2387,4774,4775,"Are shoe purchases subject to sales tax in New Jersey?","Where can I live in new jersey?","0"
2388,4776,4777,"What is the sallary of a bank po?","I yell at my girl friend very often, even for silly things.But I love her more than anything.What should I do to control my anger and start love her?","0"
2389,4778,4779,"What would most likely happen if cats and dogs grow to develop opposable thumbs?","Why do people prefer a dog as opposed to a cat?","0"
2390,4780,4781,"Does having bad teeth kill someone faster?","Does having bad teeth mean you will die young?","1"
2391,4782,4783,"How did Donald trump win the elections?","How can Donald Trump win the elections when people hate him so much?","1"
2392,4784,4785,"How can medical doctors move into biotech or molecular biology?","How can medical doctors move into biotech?","1"
2393,4786,4787,"Does masturbation affect bodybuilding or muscle growth?","Does masturbation affects bodybuilding or muscles growth?","1"
2394,4788,4789,"How do I earn extra income in Dubai?","How do I earn extra income in delhi?","0"
2395,4790,4791,"I emailed my interviewer after the technical interview and the admissions team. Why haven't I gotten a reply for both of them?","I have applied for the Thought Works company through their website. I got mail from their HR team asking me to suggest a date to have a telephone interview. I have replied back for the same but still didn't get any response from them. Will they call without informing anything through mail?","0"
2396,4792,4793,"What is the best advice your father ever gave you?","What's the best advice your father ever gave you?","1"
2397,4794,4795,"Which is the best Test Series SSC CGL Tier 2 exam?","Where can I find mock test papers for SSC CGL tier 2?","1"
2398,4796,4797,"What is the worst mistake you've made?","What is the worst mistake ever made by mankind?","0"
2399,4798,4799,"Why was Dragon Skin armor rejected by the U.S. Army?","What is it like to swear in to the U.S. Army?","0"
2400,4800,4801,"What is the difference between a public sector unit job and a government job?","What is the difference between Public Sector Undertaking (PSU) jobs and government jobs in India?","1"
2401,4802,4803,"How much does Kapil Sharma charge for a show?","What if Ms. Alia Bhatt is invited as a guest in The Kapil Sharma Show?","0"
2402,4804,4805,"What is the health condition of Jayalalitha?","What is the true health status of TamilNadu CM J Jayalalitha?","1"
2403,4806,4807,"How does Cantonese Chinese differ from Mandarin?","What's the difference between Cantonese and Mandarin?","1"
2404,4808,4809,"What are the best iphone gadgets that you should buy?","What are the best iPhone gadgets that really worth buying?","1"
2405,4810,4811,"Can WhatsApp be hacked?","Is WhatsApp hacking possible?","1"
2406,4812,4813,"Do exotic car salesmen make more than those in the mainstream market?","Are there crash tests for exotic cars?","0"
2407,4814,4815,"Is ice lighter than water?","Why is ice lighter than water?","1"
2408,4816,4817,"What can one million dollars do?","How do I invest one million dollars?","0"
2409,4818,4819,"Why do I never have nightmares?","Why don't I get nightmares?","1"
2410,4820,4821,"How do I deal with my manager?","How did you deal with the manager you hated?","0"
2411,4822,4823,"Who is Samuel in the bible?","Who is Jonah in the bible?","0"
2412,4824,4825,"How can I get my audio disk transcribed to text online?","How convert Hindi audio file into text?","0"
2413,4826,4827,"In the GST bill, what is the meaning of SGST, IGST and CGST when there should be just one kind of tax to be levied?","Will Flipkart return to kerala (with cash on delivery) once the GST bill passed? (just because there won't be any separate sale tax for goods.)","0"
2414,4828,4829,"What are some online resources to learn UI design?","What are good resources for learning Software UI design.","1"
2415,4830,4831,"How can I lose 70 pounds?","Is there a healthy and safe way to lose about 20 pounds in a month and keep it off?","0"
2416,4832,4833,"Do the eyes of Kamakshi move in Kanchipuram?","I am planning a trip to Manali from sonipat for 3 days by bus with my family. How should I plan to minimize cost?","0"
2417,4834,4835,"What are some good psychological hacks?","What is the coolest psychological trick?","1"
2418,4836,4837,"What is the velocity of a photon in a black hole?","What is the velocity of a photon attracted to singularity?","0"
2419,4838,4839,"How do I score a good percentage in HSC Maharashtra boards?","How do I score good in Physics in 12th HSC Board exam?","0"
2420,4840,4841,"How do you deal with emotionally abusive parents?","Psychology of Everyday Life: How do I deal with emotionally abusive parents?","1"
2421,4842,4843,"I want a real and effective way to make $ 500 per month with the knowledge that I have no money to invest?","The real effective way to make $ 500 per month with the knowledge that I have no money to invest?","1"
2422,4844,4845,"What is the basic purpose of nuclear bomb?","For what purpose are the nuclear bombs?","1"
2423,4846,4847,"What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?","How does the introduction of new 500 and 2000 denomination currency and stopping old 500 & 1000 denomination currency help/ affect India's economy?","1"
2424,4848,4849,"What web script or CMS is xnxx.com made of?","What CMS does forbes.com use?","0"
2425,4850,4851,"What prompted Wheel of Fortune to use the letters R S T L N and E in the bonus round?","On Wheel of Fortune, why is there so much hand clapping? It occurs after every spin of the wheel & after anyone says anything.","0"
